Position,Ball_Control,Dribbling,Marking,Sliding_Tackle,Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,RESISTENCIA,FORCA,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
ZAGUEIRO,59,65,67,64,65,72,65,61,66,55,63,68,66,55,79,79,80,73,71,71,76,66,71,50,55,61,62,53,38,12,9,15,15,16
MEIO,67,68,52,64,61,46,59,66,48,66,59,67,65,63,84,81,71,57,71,75,51,38,70,60,69,62,65,64,54,10,8,8,13,8
GK,19,14,14,19,13,29,67,15,16,19,33,12,25,40,51,56,24,64,60,62,82,17,23,18,17,16,22,21,19,65,79,66,68,61
MEIO,71,75,39,37,39,66,58,66,45,59,64,63,60,52,85,88,66,78,80,77,49,56,61,64,62,53,58,56,63,15,15,12,8,7
ZAGUEIRO,72,71,62,64,64,67,69,58,59,58,65,73,70,57,79,77,81,59,73,78,56,52,78,46,53,69,72,45,46,7,12,7,16,7
MEIO,70,67,67,67,64,64,65,62,63,67,71,70,74,70,65,64,75,69,71,62,67,63,72,59,58,67,62,52,44,8,7,15,10,14
ATACANTE,63,57,32,35,37,81,71,72,41,69,61,45,56,45,70,73,70,82,64,66,66,66,76,67,70,53,72,69,68,8,5,22,8,10
ZAGUEIRO,58,30,63,65,70,60,65,30,73,42,55,39,51,59,68,76,65,90,46,48,73,66,30,20,26,22,23,15,14,12,9,13,6,7
ZAGUEIRO,67,60,68,73,73,70,61,53,60,46,56,68,61,52,79,83,69,59,79,81,71,49,68,47,53,58,53,54,49,12,13,10,15,8
MEIO,70,61,63,58,67,80,69,61,65,65,63,64,69,69,55,51,79,84,53,52,62,65,84,54,72,64,64,64,33,11,12,9,7,14
ATACANTE,73,71,40,42,45,72,61,71,43,56,58,59,70,55,57,54,32,76,67,65,59,78,68,67,61,59,59,63,64,4,6,10,9,2
MEIO,70,70,28,44,47,48,64,60,40,50,63,67,65,63,80,81,78,58,71,73,51,40,63,66,63,53,66,31,55,8,14,12,10,9
ATACANTE,68,72,27,13,22,80,66,69,32,70,65,69,62,56,78,75,80,64,71,74,72,61,76,68,64,73,68,69,64,6,15,10,13,14
MEIO,69,66,61,60,65,64,70,61,64,65,63,72,74,73,75,62,75,65,76,57,34,40,68,60,55,58,65,40,41,6,7,10,8,9
ZAGUEIRO,56,51,70,65,67,75,77,36,68,43,56,58,55,49,83,81,63,71,66,81,89,62,48,38,41,46,30,43,39,13,9,16,8,7
ZAGUEIRO,63,54,73,70,70,64,56,21,62,40,67,30,67,59,44,58,68,81,56,53,77,65,61,23,44,26,46,61,19,13,8,9,16,14
ZAGUEIRO,51,41,68,69,73,74,69,29,69,21,69,33,47,44,52,46,75,82,74,34,74,61,42,31,42,31,32,42,32,7,5,41,11,21
ZAGUEIRO,67,64,66,67,69,69,61,70,64,66,61,77,68,72,69,71,80,62,53,73,65,57,69,47,56,73,64,45,42,10,14,14,15,10
MEIO,68,66,40,43,45,45,64,77,54,71,49,65,66,67,66,73,70,63,61,70,71,40,68,67,66,56,51,55,61,7,8,11,6,7
MEIO,71,68,54,48,56,57,65,68,61,67,67,65,73,69,69,66,79,62,62,73,71,59,70,63,64,75,61,59,59,16,6,16,6,16
ATACANTE,68,70,17,16,18,49,66,71,26,65,59,56,65,44,68,72,66,72,70,70,53,72,59,67,58,53,53,58,62,15,11,13,14,6
GK,21,16,10,10,14,21,59,10,19,22,25,10,31,13,49,55,27,69,40,45,75,14,16,10,14,10,13,11,16,65,68,66,71,71
MEIO,71,65,58,55,72,72,65,64,65,72,83,78,70,70,37,40,75,78,58,63,65,68,74,45,65,84,71,76,33,16,7,12,6,6
ZAGUEIRO,66,53,67,65,66,73,65,64,61,70,66,77,68,67,67,66,92,67,74,72,80,58,53,44,54,59,37,62,48,13,6,10,14,7
ZAGUEIRO,59,62,69,65,67,70,66,49,70,59,59,77,65,59,59,65,80,78,59,59,71,59,70,32,70,69,49,39,49,16,10,12,14,7
ZAGUEIRO,64,46,71,74,64,73,72,44,62,48,57,66,56,63,67,73,73,66,55,71,80,67,22,22,25,47,32,46,17,7,7,10,13,15
ATACANTE,64,69,15,18,36,70,62,69,18,57,58,66,63,59,73,78,70,84,71,70,59,59,72,66,67,68,59,70,59,11,12,14,11,14
ZAGUEIRO,61,63,66,68,68,76,69,57,65,53,61,70,65,55,73,68,81,69,71,72,68,62,73,58,49,64,63,61,43,7,16,10,16,8
ZAGUEIRO,68,59,66,69,70,76,67,56,63,66,64,78,66,63,66,63,72,75,59,58,57,63,69,51,66,73,74,70,58,7,9,8,8,10
MEIO,72,65,70,73,72,87,69,58,72,67,75,58,66,65,73,68,85,61,93,74,90,65,70,59,68,65,66,55,44,12,6,8,14,11
ZAGUEIRO,59,61,65,68,65,91,55,39,63,45,65,62,64,62,65,65,68,83,52,55,71,64,51,36,25,36,62,51,26,7,13,8,10,7
ZAGUEIRO,63,61,64,70,68,59,67,59,66,48,59,67,64,56,72,75,74,70,65,63,70,59,58,32,39,52,45,49,35,8,8,11,12,15
GK,23,11,11,13,14,31,63,10,16,58,39,11,13,24,42,40,21,58,43,48,55,13,17,12,12,12,12,23,13,65,70,67,64,76
MEIO,71,67,45,56,51,59,59,63,48,67,67,70,72,72,73,74,61,70,70,67,59,53,73,64,67,75,73,75,68,16,11,13,16,6
MEIO,71,72,24,19,25,59,67,68,40,65,63,65,68,57,70,77,64,72,71,74,72,67,78,62,74,71,70,40,66,8,10,7,15,9
ZAGUEIRO,63,65,69,66,66,75,62,58,67,53,59,72,61,61,53,74,71,76,70,69,82,65,63,42,65,47,37,31,36,16,6,15,15,10
MEIO,68,71,20,19,22,37,61,63,42,76,61,54,65,58,91,93,59,38,91,92,71,53,69,64,68,64,66,53,64,12,7,14,15,6
MEIO,67,68,53,51,56,68,63,73,59,75,66,62,67,62,65,69,68,56,77,68,57,58,68,69,65,70,51,64,62,16,11,13,9,15
ATACANTE,71,64,14,11,16,63,76,68,40,67,66,70,66,61,71,74,67,72,78,66,59,61,73,63,60,57,63,54,68,9,14,8,10,8
ZAGUEIRO,59,50,77,70,69,59,65,44,67,56,65,14,45,40,67,71,64,77,58,64,64,63,36,33,43,34,27,32,22,13,15,13,16,10
MEIO,68,65,65,65,68,75,69,60,65,68,70,64,68,69,66,63,76,78,65,60,71,64,65,59,60,61,69,68,51,9,12,8,14,8
MEIO,67,63,66,63,69,62,64,50,72,70,82,64,74,68,44,47,90,70,72,71,90,45,58,40,50,58,56,47,48,8,6,12,14,14
ATACANTE,73,70,51,47,52,57,67,70,58,63,65,59,64,61,84,82,79,59,74,76,55,65,64,66,67,61,60,65,60,6,10,11,13,8
GK,18,11,15,11,15,41,74,6,17,38,34,11,22,12,53,47,34,76,58,41,66,16,18,11,13,15,13,37,11,64,68,63,67,69
ZAGUEIRO,69,66,68,67,68,82,65,59,62,59,73,70,69,70,65,64,85,73,59,67,64,63,74,49,68,71,69,61,54,7,13,13,14,9
ZAGUEIRO,43,34,65,63,67,80,66,22,67,30,55,33,58,56,52,52,79,83,33,63,83,71,46,16,31,19,34,33,21,7,9,16,10,11
GK,28,12,11,11,12,16,70,11,19,29,44,17,33,33,44,40,30,68,46,70,71,14,37,14,19,13,14,24,13,65,72,68,61,74
MEIO,75,76,39,36,35,52,54,65,39,55,53,59,65,55,82,83,73,65,57,75,71,77,66,67,65,49,49,38,54,13,9,16,15,7
ZAGUEIRO,55,41,68,56,67,81,65,32,67,41,45,45,58,54,30,34,74,90,29,41,80,65,48,35,41,49,46,44,39,12,6,10,12,15
MEIO,69,70,29,34,39,46,67,68,35,66,65,66,70,67,72,78,63,62,69,75,39,54,68,57,65,70,65,65,65,8,7,15,8,9
ZAGUEIRO,69,63,71,65,68,72,71,67,67,67,67,60,70,69,69,69,75,66,64,68,72,68,75,61,66,67,59,71,60,14,8,15,13,9
MEIO,76,74,46,48,40,40,65,61,43,71,68,66,70,69,67,65,55,73,60,68,40,60,62,66,66,68,61,65,70,16,11,11,10,10
ZAGUEIRO,63,60,64,68,67,76,70,42,65,41,62,70,67,55,67,76,77,73,70,63,72,55,56,30,58,62,55,44,45,9,7,14,11,16
ATACANTE,74,72,27,28,30,37,70,68,34,73,73,61,68,58,72,76,69,61,64,83,62,49,67,70,77,72,59,53,65,15,14,12,13,13
MEIO,69,66,49,53,55,46,68,67,62,68,71,61,72,69,60,53,76,74,70,68,65,63,77,55,71,71,60,71,67,8,10,6,9,11
MEIO,70,71,28,36,43,56,68,66,40,63,61,66,67,53,78,81,63,62,76,66,53,56,64,63,58,55,65,70,58,6,15,9,14,9
MEIO,70,74,18,27,23,59,74,70,30,69,47,56,66,48,68,66,63,51,65,72,42,48,62,67,53,45,49,54,68,7,9,10,13,13
MEIO,72,64,59,58,61,73,67,58,70,66,69,62,74,68,64,65,72,69,62,57,75,60,60,46,61,44,49,50,40,12,7,10,15,12
MEIO,66,61,53,63,67,84,71,37,69,68,72,61,68,72,70,69,79,66,74,61,65,58,66,40,58,58,48,44,40,14,12,10,9,10
MEIO,70,67,49,42,38,58,68,69,18,72,66,66,72,66,70,62,69,62,61,63,69,56,65,57,66,69,64,64,53,8,15,12,15,12
MEIO,74,67,35,45,58,55,74,66,44,70,66,70,70,59,55,62,43,59,67,68,58,54,67,64,72,60,67,64,66,11,15,15,7,6
ZAGUEIRO,67,59,73,59,59,80,80,49,77,55,66,75,68,66,72,73,63,71,69,69,74,52,59,44,49,70,58,57,48,8,12,16,10,16
MEIO,66,66,66,64,67,53,67,63,58,58,58,52,78,74,71,73,74,73,72,75,71,53,70,56,62,57,53,51,55,8,16,7,13,12
MEIO,67,69,26,18,22,57,57,65,21,68,64,69,66,66,73,75,79,72,92,74,81,44,66,63,69,65,68,61,59,1,1,1,1,1
MEIO,70,57,66,69,70,77,63,50,70,47,68,53,67,64,49,54,75,86,51,53,50,71,68,39,53,50,51,49,50,15,7,12,13,7
MEIO,70,66,48,55,55,64,72,55,65,68,63,60,69,69,69,65,76,64,66,70,56,55,68,58,69,61,49,61,57,15,12,10,11,12
GK,15,13,17,17,13,38,72,14,22,46,45,15,45,40,42,37,38,67,64,47,72,13,23,14,12,11,18,16,14,70,64,66,70,67
ZAGUEIRO,50,48,68,69,68,83,57,36,65,43,48,47,55,50,51,52,67,83,40,44,69,72,42,34,41,42,40,46,44,15,13,12,16,12
MEIO,72,66,56,43,44,73,61,66,63,77,72,64,71,70,78,75,81,70,80,84,73,61,72,48,64,70,62,41,68,11,6,10,9,12
MEIO,71,71,12,14,12,40,66,68,23,59,55,70,64,62,76,79,80,66,72,80,74,45,72,47,66,57,61,57,49,9,8,11,8,6
MEIO,69,65,62,55,60,76,72,62,67,73,70,61,72,70,70,68,84,53,79,79,72,54,73,56,72,70,71,58,69,11,6,8,15,11
ZAGUEIRO,50,30,70,67,70,72,68,26,65,18,67,39,56,52,63,67,69,78,56,63,77,65,53,20,37,22,19,28,23,15,5,15,7,13
ZAGUEIRO,53,40,63,69,71,83,58,32,59,46,63,34,58,49,34,34,55,90,48,37,77,70,80,30,66,25,58,44,23,15,9,14,7,11
MEIO,74,75,37,31,35,73,67,66,47,64,47,64,66,63,74,72,60,57,77,76,74,60,71,61,69,55,54,45,45,10,14,10,15,9
GK,20,14,9,11,12,26,66,7,9,28,44,12,27,24,42,40,26,62,44,53,75,14,20,12,15,15,15,21,10,67,69,64,68,70
MEIO,71,79,59,54,57,65,72,68,54,59,70,60,72,62,69,69,54,78,82,74,72,61,67,58,65,72,58,66,69,13,8,16,7,9
MEIO,74,59,50,45,64,82,58,37,67,74,56,64,72,68,49,34,91,75,53,60,57,67,65,57,65,55,69,63,63,8,13,6,13,14
ZAGUEIRO,71,59,63,59,64,68,74,52,70,69,73,48,65,70,35,44,70,84,40,46,79,74,76,56,68,46,65,72,60,13,12,12,9,10
MEIO,66,56,54,67,68,68,67,59,68,67,61,69,74,72,56,53,74,72,71,62,71,64,70,60,70,57,70,74,51,10,7,13,9,9
ZAGUEIRO,65,64,65,68,66,73,65,61,69,48,47,70,61,63,68,67,81,63,77,67,69,66,70,54,68,51,74,68,11,6,10,9,10,6
GK,23,12,12,14,19,27,69,13,11,65,43,16,12,22,59,60,36,68,61,59,72,12,16,16,12,16,19,16,13,64,73,68,65,68
ATACANTE,68,72,33,34,40,66,71,75,38,66,69,67,68,55,88,77,75,60,77,73,32,54,76,63,60,61,57,66,61,11,12,7,12,10
MEIO,67,69,20,35,39,39,66,66,46,66,68,65,66,63,81,82,55,53,78,84,72,51,68,59,65,65,68,58,63,8,14,7,6,7
MEIO,71,62,68,62,65,72,72,33,70,57,60,52,71,66,66,48,70,56,74,63,65,58,69,54,60,51,56,55,54,14,12,7,12,6
ZAGUEIRO,64,63,70,68,69,73,71,72,68,66,57,70,65,60,74,71,67,72,78,68,91,61,46,43,44,43,54,52,53,15,13,11,14,16
MEIO,66,65,62,61,64,67,66,63,67,66,65,57,71,70,45,56,75,70,63,65,66,63,67,63,64,62,63,65,55,16,13,7,12,11
MEIO,66,70,22,35,35,64,65,63,38,42,68,67,65,65,85,85,82,62,63,79,73,53,70,70,71,54,62,42,59,6,12,10,12,7
ATACANTE,66,62,14,17,13,66,66,70,45,59,67,65,67,52,55,56,47,72,41,48,49,71,74,73,62,63,67,70,70,13,11,10,7,10
ATACANTE,57,60,26,36,42,68,68,71,32,62,63,53,62,43,71,73,61,77,55,61,72,68,73,69,66,33,49,66,64,8,12,8,13,8
MEIO,63,61,68,64,71,85,62,55,74,50,71,60,68,65,48,53,70,78,57,57,67,69,79,51,69,54,60,51,42,14,8,15,9,13
MEIO,71,74,57,59,58,74,67,65,55,66,65,67,62,59,77,78,65,62,77,80,76,59,72,53,64,69,61,55,57,11,10,16,16,9
ZAGUEIRO,60,22,65,69,65,82,65,36,64,45,53,42,64,68,66,68,71,77,61,57,82,69,54,17,32,24,25,25,24,7,7,16,9,6
ZAGUEIRO,63,62,65,64,68,73,62,48,71,50,66,41,67,68,52,65,70,76,56,39,75,68,59,25,54,34,36,42,24,9,6,11,16,12
MEIO,68,64,61,60,66,80,70,55,67,64,70,72,67,70,64,66,72,74,62,81,66,63,74,50,61,70,69,69,58,6,9,16,11,13
MEIO,65,70,43,46,41,76,64,71,43,67,76,65,66,57,80,80,80,79,87,81,70,46,72,67,64,67,58,70,65,10,14,13,14,14
MEIO,61,59,70,68,67,66,69,42,73,65,65,49,67,69,33,31,70,65,71,64,63,49,85,57,70,39,60,39,62,14,6,6,12,7
MEIO,64,59,53,64,72,83,68,56,66,59,49,43,72,67,68,69,81,72,60,73,72,52,72,43,68,60,51,50,46,10,16,16,10,7
ZAGUEIRO,57,39,62,68,63,77,63,51,67,55,42,47,62,59,63,70,72,73,68,68,90,80,62,50,34,39,20,29,46,14,15,13,9,10
MEIO,67,70,35,26,40,75,66,69,40,58,70,66,67,59,76,78,71,73,64,69,72,54,72,69,71,65,59,52,63,14,10,14,7,6
ZAGUEIRO,65,72,64,76,70,50,66,62,72,58,70,76,65,65,54,65,55,65,59,69,69,72,63,34,67,78,60,68,61,5,5,5,6,6
ZAGUEIRO,62,59,60,66,64,74,71,61,70,57,69,66,62,50,73,81,83,49,72,67,43,51,54,24,59,64,42,33,39,5,13,10,5,14
ZAGUEIRO,65,63,71,69,70,70,66,43,67,60,71,67,67,65,73,74,66,63,74,71,72,64,70,37,43,31,41,44,31,15,9,9,14,14
MEIO,66,71,33,21,30,43,57,60,52,63,67,76,72,64,75,75,85,48,81,85,36,46,70,53,76,71,70,66,54,6,6,13,7,9
ZAGUEIRO,63,59,72,77,73,52,59,52,63,55,72,63,60,48,64,62,85,72,80,67,72,53,47,39,40,44,66,39,43,7,16,7,15,7
MEIO,71,67,50,47,58,48,59,67,42,73,66,70,74,71,62,63,67,59,58,65,57,53,63,61,67,70,69,68,50,10,16,11,16,16
ATACANTE,68,66,21,31,20,61,72,69,34,65,70,55,63,52,76,72,70,63,67,76,70,63,68,67,70,70,65,63,69,11,12,10,16,9
ATACANTE,69,68,32,25,30,86,64,69,32,65,55,48,57,50,70,69,64,76,58,78,90,64,75,67,64,48,51,63,70,8,8,9,13,15
ZAGUEIRO,66,62,67,65,68,71,69,45,70,53,69,72,67,72,70,72,75,53,74,73,66,55,75,25,65,69,67,30,64,10,15,9,15,13
ATACANTE,73,71,18,20,30,51,69,76,30,72,77,52,72,51,47,42,47,74,49,55,45,67,70,68,71,71,59,69,73,11,16,15,10,13
ZAGUEIRO,63,45,69,68,69,69,61,39,66,38,60,40,63,64,51,55,63,78,56,58,68,71,55,28,29,39,26,34,30,11,10,12,8,6
ATACANTE,67,64,13,13,12,61,68,69,22,67,65,67,69,64,72,74,72,65,73,74,70,68,69,69,65,44,53,65,72,12,13,11,10,14
ATACANTE,66,72,28,27,31,59,64,66,30,65,77,65,68,68,73,76,74,67,77,75,77,66,72,65,68,59,53,67,64,11,9,7,6,16
GK,20,11,11,13,13,29,71,13,21,44,23,11,34,32,44,43,33,63,39,60,78,13,29,9,9,13,13,11,20,67,69,61,66,70
ZAGUEIRO,59,47,66,68,72,75,59,54,72,40,68,49,57,54,50,47,34,68,67,55,79,65,55,42,45,44,42,46,37,9,14,13,14,9
ATACANTE,63,51,68,77,72,69,58,44,66,46,55,69,57,55,68,69,81,70,73,66,84,58,61,34,40,62,47,52,31,14,16,13,6,16
ZAGUEIRO,62,53,71,69,68,61,66,33,67,58,64,51,62,59,54,46,50,79,66,66,81,69,65,39,53,55,52,69,30,13,9,6,16,11
ZAGUEIRO,60,61,66,70,69,64,60,49,67,55,63,59,61,60,67,72,75,83,43,61,82,66,67,45,64,64,60,67,53,15,6,6,7,6
ZAGUEIRO,63,62,67,68,67,78,61,41,65,55,53,68,65,59,77,80,75,68,62,72,74,53,54,39,44,35,42,45,39,6,15,6,6,14
MEIO,73,71,30,33,32,49,65,66,37,67,56,75,70,65,57,58,46,58,70,67,59,52,70,65,68,76,72,66,55,6,12,7,11,11
ZAGUEIRO,64,56,64,65,68,78,72,61,66,46,65,71,66,67,61,65,79,73,67,73,79,75,65,61,51,58,59,54,46,8,16,16,7,7
MEIO,70,72,35,33,29,78,66,68,29,62,71,58,68,63,72,69,72,65,75,78,64,54,71,66,69,72,57,67,69,13,6,13,16,15
GK,22,17,18,17,17,45,62,16,22,34,61,15,25,31,32,42,34,80,34,55,57,13,23,11,14,11,15,21,20,72,70,61,70,67
ZAGUEIRO,67,62,59,70,73,80,68,59,72,59,76,76,68,69,62,66,66,74,58,59,67,59,75,44,56,80,77,58,34,14,15,7,16,10
ATACANTE,66,68,45,34,44,69,65,66,38,62,69,65,67,61,61,52,71,80,66,71,75,70,76,66,73,69,65,77,65,16,12,16,16,6
GK,18,16,14,15,14,22,65,12,24,42,27,12,28,22,22,21,43,58,36,49,57,14,20,17,13,15,15,15,12,66,72,63,63,73
GK,23,15,13,14,12,44,68,11,15,17,13,16,27,24,43,50,39,69,35,39,65,14,22,15,12,14,13,23,15,68,69,63,67,70
ZAGUEIRO,51,46,67,67,69,70,67,25,70,29,68,36,56,51,64,67,55,75,59,61,77,65,59,29,31,25,25,36,25,15,13,11,14,6
MEIO,71,69,52,52,58,51,65,64,47,71,69,67,72,75,72,73,64,71,78,72,73,46,83,68,72,76,74,75,65,16,14,16,9,12
MEIO,72,74,54,62,59,57,72,73,46,73,74,60,66,64,72,70,75,59,75,76,72,50,54,57,56,56,60,57,55,9,12,6,10,13
ZAGUEIRO,64,62,66,67,67,59,60,56,67,53,62,58,64,53,77,78,74,70,53,77,70,64,53,39,47,43,43,51,42,10,7,11,6,13
MEIO,68,72,50,33,37,60,65,69,49,66,68,59,70,62,69,74,73,59,69,79,61,51,66,63,59,49,60,67,61,8,8,7,6,9
ZAGUEIRO,51,28,65,63,69,70,64,46,72,35,72,41,58,61,57,58,62,82,52,54,85,69,68,20,55,31,55,39,41,6,6,12,16,6
MEIO,64,61,67,66,69,82,63,53,68,56,69,53,67,63,58,56,80,81,67,55,73,67,68,47,52,48,59,47,36,13,14,6,6,10
ZAGUEIRO,54,48,68,76,72,83,59,16,60,33,64,35,55,51,33,52,70,74,69,58,72,66,43,22,36,31,22,32,39,14,8,11,13,8
GK,24,12,12,14,12,36,57,10,15,44,55,14,26,31,60,55,23,64,55,42,68,14,23,13,13,14,13,15,15,64,65,77,69,79
MEIO,70,71,45,25,52,66,69,68,54,72,67,64,70,62,73,74,90,72,82,71,67,53,75,65,69,67,61,70,64,11,13,12,12,16
MEIO,71,72,27,23,35,58,65,65,46,67,66,67,71,67,65,65,59,58,82,77,79,59,71,62,68,69,66,67,58,7,13,10,10,12
ATACANTE,67,63,25,29,16,60,69,62,22,54,65,48,63,47,62,68,66,66,71,70,73,70,74,74,67,61,52,73,77,10,12,14,11,13
MEIO,69,68,29,35,26,50,74,65,40,61,64,61,64,54,81,86,77,67,67,79,68,61,72,67,64,67,64,75,57,6,6,12,13,11
ATACANTE,69,60,17,30,32,55,68,69,21,72,68,70,72,53,59,64,48,73,68,76,67,72,68,68,61,67,68,70,65,16,8,14,10,16
MEIO,70,67,35,25,26,31,62,69,36,75,67,75,72,67,53,52,38,47,68,62,57,44,69,64,67,72,71,77,64,15,12,12,16,13
MEIO,71,66,43,36,49,65,66,68,31,68,67,66,66,60,71,69,89,57,60,60,67,57,72,65,64,70,67,77,68,15,12,15,10,16
GK,22,15,15,15,12,12,67,12,22,35,38,16,28,31,47,48,32,71,42,54,52,13,11,11,12,16,12,43,13,69,69,68,67,68
GK,22,12,16,13,11,33,67,11,16,14,47,20,18,17,41,40,19,68,39,47,68,20,36,11,11,14,11,15,17,70,66,63,71,68
MEIO,68,66,60,78,67,67,71,62,68,67,75,59,68,65,53,55,83,75,54,61,75,73,66,56,65,63,62,61,57,8,11,9,14,14
ATACANTE,67,58,25,23,43,66,67,70,29,46,73,31,62,42,53,69,69,90,32,36,34,77,72,68,57,55,52,82,56,11,15,13,15,13
ZAGUEIRO,55,31,68,71,71,71,51,29,74,28,73,24,55,55,54,54,54,74,63,54,74,68,53,20,41,47,53,43,30,12,12,5,15,10
MEIO,64,67,60,68,67,85,70,66,62,65,70,71,66,65,74,81,89,71,64,64,71,58,70,53,63,71,63,58,59,10,7,14,12,12
ZAGUEIRO,50,44,72,65,70,78,63,48,66,48,54,29,57,63,47,51,70,90,30,44,33,68,64,34,27,39,26,26,55,12,13,7,15,11
GK,19,15,14,14,13,34,71,14,23,42,34,18,43,28,61,53,36,74,60,63,73,14,22,13,13,11,12,14,10,66,66,67,71,69
GK,25,19,16,19,14,31,68,12,17,41,61,18,35,22,50,52,37,52,41,58,53,15,16,17,15,16,20,23,20,68,69,68,68,69
ATACANTE,70,72,48,20,32,81,50,61,20,61,50,64,61,54,79,80,45,71,51,71,59,73,75,70,67,71,46,66,66,7,12,11,6,9
MEIO,69,58,58,50,72,76,64,62,68,69,69,54,71,70,55,53,70,76,54,58,63,48,69,49,63,42,40,60,36,13,6,6,7,13
ZAGUEIRO,55,21,67,66,68,59,57,39,66,49,64,31,58,60,29,32,67,90,32,29,81,73,46,24,20,19,44,43,32,13,13,10,10,10
ATACANTE,69,63,19,14,21,47,69,70,34,66,71,56,65,53,75,74,70,60,77,70,75,60,66,74,62,66,53,79,70,6,8,6,7,16
MEIO,68,61,64,71,72,75,70,66,57,68,69,64,72,68,55,55,77,70,71,57,64,66,76,60,68,62,52,67,67,9,6,11,12,6
MEIO,68,69,62,59,63,63,64,71,65,73,72,71,69,67,58,61,75,63,68,67,67,60,70,68,69,73,71,70,63,16,12,11,11,10
ATACANTE,71,63,45,41,43,64,68,70,22,64,72,63,62,64,46,49,66,77,55,63,72,70,74,71,67,57,33,69,60,13,11,14,8,7
MEIO,70,67,54,48,45,48,69,60,58,69,68,68,74,70,59,62,73,63,60,63,58,34,63,64,65,73,68,49,60,12,16,14,6,16
ATACANTE,66,67,24,30,34,71,70,70,33,65,70,47,56,54,69,68,66,76,73,70,80,64,72,70,66,67,55,74,70,11,7,11,8,8
ZAGUEIRO,64,63,72,72,71,71,66,61,69,61,64,65,65,64,66,64,71,66,71,62,71,68,53,49,44,47,37,51,42,9,10,9,7,8
ZAGUEIRO,45,34,65,65,71,78,60,30,65,30,62,23,52,53,66,66,80,82,55,58,75,71,31,22,27,22,31,21,23,14,9,12,12,7
GK,21,17,12,13,14,16,69,17,11,37,51,15,33,38,47,42,26,72,43,51,65,30,21,12,11,19,11,28,13,67,69,71,67,70
GK,21,11,7,9,10,40,66,11,22,49,54,10,29,33,53,52,30,76,40,57,57,9,22,13,11,15,11,25,12,67,70,65,70,69
ZAGUEIRO,55,28,72,67,73,65,62,57,67,15,73,15,51,43,34,50,50,71,56,48,63,74,33,15,14,15,12,43,17,8,6,9,5,5
GK,15,13,12,11,12,23,64,12,27,13,22,11,22,34,55,38,30,68,44,57,54,15,18,11,11,12,12,18,14,69,70,66,66,68
GK,21,16,12,9,8,41,65,11,27,48,51,13,22,21,45,40,20,70,33,46,58,14,72,12,18,13,22,61,8,71,66,69,70,64
ZAGUEIRO,68,66,69,66,70,66,63,68,66,68,62,72,73,70,69,68,75,65,55,62,62,62,67,29,37,67,70,52,44,10,15,14,7,15
GK,16,20,11,17,13,32,71,16,16,50,24,15,12,11,25,24,36,79,27,25,69,12,24,12,12,13,25,20,15,66,65,72,71,69
MEIO,65,67,58,64,65,74,71,60,62,69,73,63,80,66,60,50,71,73,67,65,65,64,64,47,55,58,59,64,58,11,10,8,9,9
ZAGUEIRO,49,20,68,69,71,71,63,22,60,45,61,27,58,44,35,42,61,82,39,33,53,77,46,22,23,21,25,33,26,13,7,14,6,8
MEIO,67,69,53,53,59,76,71,70,49,62,63,63,66,51,76,72,91,70,75,70,73,68,68,68,64,60,42,71,59,7,10,7,15,13
ZAGUEIRO,68,65,68,66,68,67,68,63,67,55,74,67,65,60,81,79,75,38,87,84,80,46,65,36,60,61,49,51,50,14,15,13,11,11
ZAGUEIRO,63,31,68,69,66,67,61,32,72,50,56,43,61,54,52,53,56,72,53,64,80,72,68,39,67,37,67,45,21,15,14,13,10,15
GK,35,32,16,13,22,40,69,32,17,51,31,13,34,32,40,45,35,55,45,41,62,33,40,30,15,27,30,67,22,62,70,75,62,75
ZAGUEIRO,63,48,64,64,66,74,66,34,65,66,52,60,62,63,32,33,43,85,52,37,54,77,68,40,21,51,35,31,47,9,10,7,9,8
ZAGUEIRO,57,50,69,69,69,69,63,38,67,55,68,56,60,50,65,64,60,75,60,62,80,67,55,35,34,41,48,53,51,16,13,10,15,16
ZAGUEIRO,71,69,69,66,69,63,60,57,64,65,66,74,73,71,66,70,69,67,68,79,64,59,77,55,73,74,76,71,55,15,8,6,11,9
ZAGUEIRO,55,36,70,56,71,74,71,18,69,42,64,40,61,55,34,33,55,83,45,48,57,74,59,23,34,38,38,38,29,8,13,15,9,12
GK,21,11,18,13,12,34,63,16,23,31,62,11,23,33,55,57,35,70,44,59,74,13,23,19,13,18,19,18,15,65,75,62,63,75
ATACANTE,69,66,22,22,30,60,65,73,39,69,74,61,67,59,50,44,52,75,49,55,77,70,71,71,67,62,62,75,64,12,8,11,16,7
MEIO,70,67,37,44,50,43,68,66,45,71,73,68,71,69,65,64,61,57,63,67,65,63,69,65,67,71,67,58,63,8,14,6,10,16
MEIO,64,47,65,67,69,77,67,64,74,66,68,54,67,63,54,53,73,69,67,63,65,72,68,57,59,34,58,66,44,11,10,12,7,15
ZAGUEIRO,47,55,68,65,67,73,71,61,67,44,61,56,53,55,65,71,85,72,70,73,91,76,61,58,50,36,31,54,56,14,10,8,9,10
